RESPONSE,LABEL
akaian-pakaian biasanya murah tidak bertahan lama konsumen biasanya cepat menggantinya mode terbaru. Fas,0
dia pakaian beretika,0
dia membuat produksi pakaian beretika dia menyumbangknnya,1
upaya membuat produksi pakaian menjadi lebih beretika,0
karna menyambung lebih gampang memputus,0
"saya, kebanyakan orang memilih menyumbangkan bajunya dikarenakan baju sudah muat lagi, merasa nyaman",0
mereka melihat kondisi kerja sebuah pabrik pakaian,1
dengan cara menyumbang pakaian menjadi lebih beretika,0
dapat barang konsumen dapat terjual juga.,0
mendapatkan pahala,0
pakaian bisa dipakai pakaian nya beretika,1
untuk membantu proses perbaikan sebuah pabrik terlihat lebih layak produksi pakaian menjadi lebih beretika,1
mereka mengetahui kelebihan pakaian beretika ; Memastikan pekerja mendapatkan upah layak kondisi kerja baik Mengurangi sampah lingkungan polusi Mengurangi penggunaan air.,1
dengan menyumbang akan membuat produksi pakaian beretika kondisi kerja pabrik menjadi lebih baik sebelumnya,1
jika menyumbakan banyak bisa menggunakan orang luar sana. jika dibuang sangat bagus krena mungkin pakean tersebut layak pakai mereka membuangnya.,1
munkin kebanyakan orang mwngahargai apa di lakukan perusahan,0
kondisi kerja tersebut menampilkan pekerja mendapatkan upah yg layak kondisi kerja yg baik,1
karenakasian,0
karan menyumbang perbuatan baik menambah pahala kita juga.,1
meemas tikan bahwA pejerja mendapatkan upah layak,0
kita menyum bang kita manusia kitaharu saling yolong menolong untuk kebaikan sangat pentinng manusia,1
Karna melihat gambar mengejutkan kondisi kerja sebuah pabrik pakaian.,1
upaya membuat produksi pakaian menjadi lebih beretika.,1
menyumbang lebih bagus.,0
produksi pakaian untuk menjadi lebih beretika.,0
"sebelum kaus diberikan konsumen,layar menampilkan gambar mengejutkan kondisi kerja sebuah pabrik pakaian.",0
"Sebagai bagian eksperiman, sebuah mesin penjual Berlin menawarkan kaus putih seharga 2 Euro (atau Rp30.000). Sebelum sebuah kaus diberikan konsumen, layar menampilkan gambar mengejutkan kondisi kerja sebuah pabrik pakaian. Karena, negara-negara mungkin Fashion nya kurang beretika menyebabkan negara-negara sudah bagus memiliki Fashion, terganggu akan menyebabkan budaya-budaya luar masuk negara sudah memiliki Fashion berkelas.",0
kondisi kerja disebuah pabrik pakaian layak,1
mereka melihat kondisi kerja dipabrik pakaian tersebut layak,1
"Sebagai bagian eksperiman, sebuah mesin penjual Berlin menawarkan kaus putih seharga 2 Euro (atau Rp30.000). Sebelum  Sebagai bagian eksperiman, sebuah mesin penjual Berlin menawarkan kaus putih seharga 2 Euro (atau Rp30.000). Sebelum sebuah kaus diberikan konsumen, layar menampilkan gambar mengejutkan kondisi kerja sebuah pabrik pakaian.",0
mereka upaya membuat produksi pakaian menjadi lebih beretika,0
untuk sodakoh membantu,1
Karena mereka memilih melanjutkan pembelian akan menyebabkan pemborosan uang.,1
kondisi kerja pabrik pakaian memprehatinkan,1
karna berbagi indah,0
lebih baik disumbangkan dibuang menjadi limbah sampah,0
UNTUK MEMBERIKAN SEDEKAH YANG DIBERIKAN OLEH TUHAN YANG MAHA ESA,1
biar tercukupinya dana pembuatan pakaian beretika.,0
mereka mendukung perubahan produksi pakaian menjadi lebih beretika.,1
"karena, menunjukan kondisi kerja sebuah pabrik pakaian.",1
kalau pakaian sudah dipakai terus disumbangkan mengurangi penumpukan sampah pakaian,0
jihydgsjdisadusdtgwtsfdhs,0
untuk upaya membuat produksi pakaian menjadi lebih beretika.,1
lebih baik menyumbang pada sumbang kita menyumbang tentu rejeki datang menimpal perusaahan tersebut.,1
karna upaya membuat produksi pakaian menjadi lebih beretika,1
Karena berfikir uang/barang disumbangkan menambah rezeki mereka bukan malah berkurang mereka akan mendapat pahala apa mereka lakukan.,1
sayang di buang,0
pekerja mendapatkan upah yg layak,1
Karena kebanyakan orang merasa prihatin pekerja pekerja perusahaan pabrik pakaian,1
menyebab kankondisi kerja,0
masyarakat menginginkan pakaian beretika menginginkan upah tempat kerja layak,1
ia sebagai upaya membuat prokduksi pakaian menjadi lebih beretika,1
lebih baik semuanya,0
saya menyumbang menjadi yang baik itu hal kebaikan,1
dengan menyumbang membantu orang membutuhkan,1
karna harga ditawarkan sebanding kualitas kaus diberikan banyak konsumen berfikir lebih baik disumbangkan dari membeli sebuah kaus harga 2 Euro,0
menyumbang lebih baik,0
Karena perihatin kondisi pekerja.,1
kasian pekerjaklarena kerjanya letih tetapi upahnya sedikit.,1
Karena Dengan menyumbang bisda mendapat amal sekaligus Mengurangi sampah,1
Karena orang luar banyak lihat bagaimana cara pembuatan baju tersebut bisa dibilang sangat efektif layak dipakai orang tersebut merasa kasihan karena tidak tega melihat makanya ia menyumbangkan uangnya mereka pantas menerimanya,1
Karna menyumbang salah satu upaya membuat produksi pakaian menjadi lebih beretika,1
biar laris kalo berjuaalan untuk beramal ibadah,0
sumbangan tersebut membuat produksi pakaian tersebut lebih berkualitas pembuatannya lebih beretika.,1
saat melihat kondisi kerja sebuah pabrik pakaian tersebut mungkin terdapat gambar pekerja sedang bekerja tidak layak gambar pekerja memakai pakaian tidak layak dipakai.Jadi konsumen memilih memyumbang baju tersebut merasa kasihan khawatir melihat kondisi kerja pabrik pakaian .tersebut.,1
menyumbang kita dapet pahala kita akan membantu orang sangat membutuhkan sejumlah sumbangan kita berikan.,1
tidak terpakai,0
upaya membuat produksi pakaian menjadi lebih beretika.,1
Bisa menmbah pahala jadi banyak manfaat menyenangkan hati. DAN TIDAK MENYUSAHKAN TUKANG SAMPAH,1
"menurut konsumen menyumbang salah satu cara baik memboros cara membuangnya ketenmpat sampah,melainkan kita bisa berbut kebaikan cara menyumbangkannya orang tidak mampu",1
karenaa sebagian orrang islam berbagi amal mendapatkan pahala denggan menyumbang allah akn mengati dengaan pahal berlipakkn gnda,0
"sebelum sebuah kaos diberikan konsumen, layar menampilkan gambar mengejutkan kondisi kerja sebuah pabrik pakaian.",0
uangnya lebih bermanfat membeli kebutuhan hidup.di bandingkan menyumbang pakeaian.,1
"Sebagai bagian eksperiman, sebuah mesin penjual Berlin menawarkan kaus putih seharga 2 Euro (atau Rp30.000). Sebelum sebuah kaus diberikan konsumen, layar menampilkan gambar mengejutkan kondisi kerja sebuah pabrik pakaian. Setelahnya, konsumen diberi pilihan akan melanjutkan pembelian menyumbangkan 2 Euro tersebut upaya membuat produksi pakaian menjadi lebih beretika. Sembilan sepuluh konsumen memilih menyumbang. Menurutmu, kebanyakan orang memilih menyumbang? karna pada terpakai menjadi sampah mendingan dikasih orang membutuhkan cara disumbangkan",0
lebih baik menyumbang pada beli,0
"Menyumbang merupakan perbuatan baik, lebih baik memberi pada menerima",0
kondisi kerja sebuah pabrik sangat menjamin melakukan produktifitas,1
mengurangi produksi pembuatan pakaian.,1
upaya membuat produksi pakaian menjadi lebih beretika,1
karna menyumbang konsumen membeli barang baru di belanjakannya,0
Kareana kekurangan-kekurangan pabrik mengejutkan bahan-bahan pakaian akan melanjutkan pembelian.,1
Karena banyak orang tidak suka,0
karena'pakaianawetlebihmahal.,0
KARNA MENYUMBANG KITA BISA MENGAMALKAN KARNA DAPET PAHALA,1
Karena pakaian tidak dipakai disumbangkan yang membutuhkan lebih beretika.,1
dengan menyumbang produsen mengondisikan kerja disebuah pabrik,0
"karena,mereka ada produk pakaian lebih beretika.",1
pembeli menyejahterakan pekerja melindungi lingkungan polusi,1
dengan menyumbangkannya membantu upaya produksi pakaian menjadi lebih beretika,1
menyumbang mendapatkan amal ibadah,1
baju lama digunakan tidak dibuang tempat sampah bisa memberikan orang tidak mampu,0
lebih mudah,0
orang diluar sana banyak membutuhkan sumbangan,1
"gar pakaian sudah terpakai hanya dibuang, masih dimaanfaatkan dipakai orang",0
Agar pakaian kita pakai semua beretika nyaman dipakai,1
menyumbang lebih bermanfaat para perkerja pabrik pakaian .,1
upaya membuat produksi pakaian menjadi lebih beretika.,1
Karena Untuk Membantu masyarakat membutuhkan,1
mereka lebih memilih pakaian beretika,0
Karena menyuban lebih baik berlebihan mebeli pakaian terlalu banyak .,0
"kondisi kerja dialami pekerja sangat lah layak, jadi sebagian orang berpikir lebih baik menyumbangkan uang tersebut",1
Mengurangi sampah lingkungan polusi,0
para pekerja tersebut pabrik tersebut membuat pakaian lebih beretika jumlah banyak,1
"Alia sedang mengerjakan sebuah laporan isu etika terkait produksi konsumsi pakaian. Dalam penelitiannya, menemukan informasi blog “Fast Fashion” (Fashion Jangka Pendek): Fast Fashion produksi pakaian memenuhi tren fashion cepat berubah. Pakaian-pakaian biasanya murah tidak bertahan lama konsumen biasanya cepat menggantinya mode terbaru. Fast Fashion artinya semakin banyak pakaian diproduksi tahun pakaian-pakaian tersebut murah. Produksi sering menyebabkan kondisi kerja tidak baik dampak negatif lebih besar lingkungan. Pakaian awet alternatif Fast Fashion. Pakaian awet lebih mahal biaya produksi harga belinya, karena pakaian dibuat bertahan lebih lama, dibuat menjadi lebih sedikit. Kita konsumen menolak tren Fast Fashion membeli pakaian lebih awet dibuat sesuai etika. Alia menemukan produksi pakaian beretika harus mengikuti tiga prinsip penting: Prinsip Produksi Pakaian Beretika Memastikan pekerja mendapatkan upah layak kondisi kerja yang baik; Mengurangi sampah lingkungan polusi; Mengurangi penggunaan air.",0
menyumbang sama seprti beramal bisa membantu saudara yang kesusahan,1
karna membeli pakaian,0
pekerjaan nya beretika lebih milih menyumbang membuat produksi pakaian menjadi lebih beretika,1
orang menghargai upaya pekerja membuat pakaian tersebut,1
Karena salah satu amal,1
karna menyumbang nya bisa mendapatkan barang lebih,0
Rasa empati kondisi produksi tempat tersebut.,1
karna menyumbang adalah positif mendapatkan amal ibadah,0
dikarenakan,0
karna meraka libih memilih pakaian yg beretika. kondisi kerja disebuah pabrik pakaian,1
"mungkin mereka, sesuai harga kaus ia terima",1
sumbangkan mendapat pahala bandingkan di buang,0
"karena,dari membeli kaus putih seharga 2 Euro",0
karana menyumbang membuat orang senang memdapatkan pahala,1
supaya pabrik kaus tersebut menjadi lebih bagus membuat produksi pakaian menjadi lebih beretika.,1
"Karena,sebuah mesin penjual Berlin menawarkan kaus putih seharga 2 Euro (atau Rp30.000).",0
Mereka melihat kondisi pekerja pabrik pakaian mengesankan kurang baik. Sehingga lebih memilih menyumbangkan uangnya membuat produksi pakaian lebih beretika dibanding membelinya akan malah membuat tanda setuju apresiasi kondisi pekerja ini.,1
disumbangkan pakaian yang sudah tak terpakai,0
lebih baik tangan diatas tangan dibawah,0
menyumbangkan 2 Euro tersebut upayauntuk membuat produksi,0
