RESPONSE,LABEL
tantanganya mereka beradapatsi dengan lingkungan barunya.,1
terjadi lama proses adaptasi dilakukan para pengunsi iklim tersebut.,1
komunitas negara,0
"Tantangan pengungsi iklim lahan pekerjaan ia tempati dulu hilang, ia meninggalkan negaranya bencana lingkungan ada negaranya.",1
beradaptasi lingkungan baru,1
tantanganya akan meninggalkan tempat tinggal perkebunan dimiliki,0
sulit mencari lahan pertanian,0
"Harus mencari tempat bekerja, membangun rumah berkenalan orang asing",1
"penyesuaian lingkungan masalah imigrasi, amerika menolak imigran/pendatang luar",1
kehilangan segalanya,1
sebagian mereka kehilangan lahan keluarganya.,1
sulit beradaptasi wilayah barunya,1
susah beradaptasi,1
Mereka bisa beradaptasi lingkungan barunya.,1
kalau pindah terkena bencana,0
penguisi iklim orang orang terpaksa meningalkan komunikasi negaranya karena beencna,1
harus beradaptasi tempat tersebut harus merelakan rumah harta nya tengelam,1
tantangan pasti dihadapi orang-orang Travina menjadi pengungsi iklim harusnya berbaur baik sesuai aturan tatanan ada ditempat baru akan ditinggali,1
pengungsi iklim,0
"Mereka beradaptasi tempat baru, menerima keadaan tempat mereka yang baru menjalani cara hidup yang baru ditempat tersebut",1
kehilangan komunitas negaranya,1
kehidupan tidak sama kehidupan biasa jalani negaranya,0
harus rela kehilangan tempat tinggal mereka miliki sebelumnya pengaruh bencana alam tidak dilewati,1
harus mengusahakan tempat pindah bertahan hidup harus menyesuaikan diri lingkungan baru,1
"Warga Travina betah tinggal tempat bukan tempat asalnya ,tidur suka nyenyak makanan tidak sebanyak tempat tinggal dulu ,mandi harus rela mengantri pengungsi iklim lainnya",1
"harus memulai lingkungan baru, beradaptasi lingkungan yang baru, membangun rumah pertanian tempat baru tersebut",1
Mereka susah beradaptasi lingkungan baru mereka susah mendapat keahlian dibutuhkan tempat baru,1
"harus beradaptasi tampat baru tinggal,memulai hidup baru mereka juga sangat sulit mendapatkan pekerjaan",1
"akan kesusahan mencari kerja,mencari usaha lain lain.",1
masalah tempat tingal barang berharga,1
ketidak nyamanan berpindah,1
"mareka merasakan yang enak karna meningalkan nerara ,keluarga,DAN lain-lain",1
harus memulai hidup baru harus tinggal keadaan berbeda sebelumnya.,1
berwaspada,0
membuat lahan pertanian/ lahan pekerjaan sudah ditinggalkan negara tersebut,1
"mengungsi daerah lainya ,karena komunitas negara lainya terpaksa meninggalkan adanya bencana lingkungan",0
"pengungsi iklim kehilangan harta benda meraka,lahan meraka dikarenakan mereka menetap disana sukses disana mereka bersusah payah merintis dari nol.",1
menahan rasa suhu tubuh ada iklim negara tersebut,1
bersosialisasi orang-orang baru beradaptasi lingkungan sekitarnya baru,1
Akan sulit unutk menyesuaikan diri lingkungan,1
coccok iklim akan ditempatinya,1
Terpaksa meninggalkan komunitas negaranya bencana lingkungan.,1
Pengungsi iklim orang-orang terpaksa meninggalkan komunitas negaranya bencana lingkungan.,0
Mereka rugi meninggalkan lahan pertanian mereka yang tumbuh subur.,0
lebih waspada tentang keadaan nya,0
meninggalkan tempat baru telah tempat i selama dan kehilangan semuanya.dan mengulang hidup baru lingkungan baru .,1
Kehilangan matapencarian mungkin keluarga,1
"Mereka bergaul iklim baru,biasanya susah lama beradaptasi iklim baru",1
satu tantangan akan dihadapi para pengungsi iklim pindah ketempat baru beradaptasi lingkungannya baru.,1
akan kekuranngan lahan,1
Tantangan akan dihadapi pengungsi iklim adalah harus beradaptasi lingkungan barunya mungkin jauh berbeda tempat tinggal sebelumnya harus memulai awal mencari lahan pekerjaan mereka.,1
tantangan nya apabila pidah tempat baru mereka tidak terbiasa daerah mereka tempati.,1
"pertama cuacanya, perlu beradaptasi. lingkungannya",1
mungkin kurang mendapatkan pekerjaan tempat tinggal layak mereka,1
bisa menyesuaikan diri tempat baru,1
belajar,0
mengenal orang oramg baru/asing yag beradaptasi awal,1
travina orang orang terpaksa meninggalkan komunitas negaranya bencana lingkungan dia menyenang dapet tempat tinggal baru.,0
akan kehilangan film dokumenter populer,0
terbiasa itu,0
Tantangannya akan dihadapi adanya rasa ketidak nyamanan rasakan faktor lingkungan berbeda keadaan pernah mereka rasakan sebelumnya.,1
"kekurangan bahan pangan,pakaian obat-obatan. harus saling berbagi tempat rela sempit-sempitan.mereka akan serba kekurangan.",1
Mereka kehilangan kehilangan tempat tinggalnya,1
tentunya kondisi keuangan warga-warga travina menurun. tidak bertani lahan pertanian merkea hilang. pekerja bidang pariwisata berkurang karena banyak warga travina mengungsi tempat-tempat tujuan wisatawan rusak.,1
tantangannya ialah penduduk kehilangan hasil pertanian mereka hasilkan lahan mereka tinggalkan,0
pekerjan menjadi hilang lahan pertanianakan berkurang.,0
"Karena semua tempat beriklim sama, semua warga Travina harus menyesuaikan diri lingkungan iklim mereka pindah tempat baru.",1
"trepisah komunitas nya,,,dan mencari tempat tinggal baru",1
pindah daerah aman,1
"Satu tantangan dihadapi pengungsi iklim pindah tempat baru penyesuaian/adaptasi iklim tempat baru mereka tempati, mungkin akan sangat berbeda yang di Travina.",1
kehilangan lahan yang mereka garap selama dan akan kehilangan harta benda.,1
tempat mungkin kurang layak mereka menjadi pngungsi iklim ehinggga mrnjadi ebuah tantangaan,1
"memiliki tempat tinggal, kehilangan lahan nya",1
susah beradaptasi lingkunggan juga iklim baru.,1
ber nsama orang mengungsi keselamatan terhindar bencana iklim tersebut dan untuk waspada terjadi bencana iklim tersebut,1
Mereka meninggalakn kebiasaan saat di travina harus beradaptasi lingkungan baru,1
sulit menyesuaikan diri keadan alam tempat tersebut,1
akan sangat kesepian yang belum terlalu adaptasi,1
tantangan di hadapi saat pindah tempat tinggi baru akan kehilangan lahan pertaniannya,1
mendapat kehidupan layank tidak pekejaan tepat sesuai keahlian dimilikinya,1
akan mengalami kesulitan mendapatkan kebutuhan sehari hari,1
memiliki tempat tinggal,0
warga mungkin dibaksa menjadi pengungsi iklim,0
memiliki tempat tinggal baru suasana baru,0
adaptasi lingkungan,1
orang orang meninggalkan komunitas negaranya bencana lingkungan.,0
akan mendapatkan suasana berbeda.,0
Mereka suilt beradaptasi merasa nyaman.,1
"Mereka kembali beradaptasi keadaan baru, mungkin tidak sesuai keafaan Travina.",1
pengungsi mengalami perubahan iklim juga bisa beradaptasi lingkungan baru,1
terpaksa meninggalkan komunitas negaranya,1
menjadi orr asing pindah tempat,1
lnfl;wfil,0
"tantangannya dari segi makanan minuman,dan juga bisa menyesuaikan diri lingkungannya baru",1
"tentu tempat gunakan beroindah lebih aman tempat sebelumya di tinggali mereka,bisa lebih beresiko tempat sebelumnya.",1
beradaptasi iklim baru lingkungan baru,1
Tak terbiasa Belum beradaptasi,1
beradaptasi tempat baru.,1
dapat ber adap tasi sama ling kung sakitar wilaya baru pinda,1
kekurangan makanan keperluan lainnya kehilangan pekerjaan harus beradaptasi ulang tempat baru,1
meninggaalkan perttanian yang di garap selama ini.,1
harus beradaptasi denga lingkungan baru nya.,1
lama beradaptasi,1
Mereka kemungkinan kesulitan beradaptasi. Mereka akan memerlukan pekerjaan baru memenuhi kebutuhan sehari-hari,1
perbedaan iklim penyesuaian lingkungan,1
hadapinya pindahkan di tempat baru sulit menyesuaikan diri di tempat baru,1
gugup akan hal baru,0
tantangan pengungsi iklim orang orang terpaksa meninggalkan komunitas negaranya karna bencana lingkungan,1
Mengenal lingkungan baru,1
tantangannya akan lebih sulit untuk beradaptasi tempat beriklim beda.,1
negara-negara akan menginginkan dukungan sama proyek-proyek,0
terpksa meninggalkan komunitas negaranya bencana lingkungan,1
tantangannya terbiasa lingkungan baru.,1
Perekonomian menurun mereka membangun kehidupan baru melanjutkan kehidupannya.,1
akan kehilangan lahan pertanian mereka.,1
Akan mendapat suasana baru,0
"pindah tempat baru, beradaptasi awal. pindah negara lain, mereka harus mempelajari budaya bahasa berbeda dari yang mereka miliki. juga kemungkinan mereka akan dibully penduduk asli tempat tersebut. akan terjadi diskriminasi saat dulu diskriminasi orang hitam orang putih.",1
Berhadapan lingkungan budaya berbeda harus beradaptasi cepat baik. Belum tempat baru tersebut ramah pengungsi iklim.,1
beradaptasi linkungan,1
akan meninggalkan lahan pertanian perikanan lama kembangkan,1
"kekurangan makananan,kehilangan pekerjaan,belum terbiasa lingkungan baru",1
"banyak tantangan yg lalui warga Travina,bukan satu,contohnya akan kehilangan rumah,pertanian memulai hidup baru negara pengungsian mereka. Mereka akan beradaptasi & mau-tidak mau mengikuti budaya keadaan di lingkungan baru mereka.",1
akan kehilangan segalanya,0
mendapat tempat tinggal belum layak nyaman,1
akan beradaptasi lingkungan baru yang mungkin situasi kondisinya sama,1
tantanganakandihadapiparapengunsi,0
dianggap imigran akan menambah jumlah kepadatan penduduk suatu daerah,1
Salah satu tantangan akan dihadapi ketika harus mulai terbiasa kehidupan di tempat baru. Selaim harus beradaptasi lingkungan baru yang tentunya lingkungan baru berbeda tempat tinggal mereka yang dulu.,1
jadi akan sulit bersosialisasi,1
adanya penyakit tidak diinginkan warga,0
"salahsatunya sulit mendapatkan air,mencri mkan akn makan seahri hari,sulit mencri temsn mengobrol berbicra sulit memahami lingkungan yg mereka tingal sekarang.",1
sering terjadi masalah,0
tantangan akan dihadapi pengungsi iklim susahnya mencari makan aktifvitas lakukan berhari hari hambatan atas kebutuhan yang mereka lukan.sesah berinteraksi orang orang baru,1
Tantangan dihadapi pengungsi iklim ketika pindah tempat baru tidak terjaminnya makanan kebutuhan kebutuhan saat tempat pengungsian.,1
akan merasakan yang sangat berbeda sekali,1
lebih dikucilkan karna warga baru belum tahu tata tertibnya,1
mungkin belum mengenal tempat baru dan haru beradaptasi,1
Perlu menyesuaikan diri,1
"mencari tempat baru,perlu beradaptasi lingkungan sekitar,perlu teman baru tetangga baru",1
Satu tantangan mungkin dihadapi pengungsi iklim pindah ketempat baru susahnya beradaptasi tempat baru pasti berbeda jauh tempat tinggal dulu juga pekerjaan pasti susah dilakukan pekerjaan tempat baru tidah pernah lakukan tempat tinggal lama mereka,1
penduduk kehilangan lahan pertanian perkebunan mereka punya,1
perubahan lingkungan,1
perlu beradaptasi iklim baru tempat baru,1
pengungsi iklim menghadapi masalah merasa nyaman berada tempat baru tidak berada di tempat tinggal nya sendiri,0
perlu BERADAPTASI lingkungan baru mereka tempati,1
hilangnya lahan pertanian brubah nya perekonomian.,1
pungunsi iklim,0
kehilangan lingkungan akibat bencana .,0
Kekurangan sumber daya,0
"akan kehilangan tempat tinggal, pekerjaan sehinnga ditempat baru, harus beradaptasi lingkungan baru",1
kehilagan lahan pertanian penyesuaian tubuh,0
akan sulit menyesuaikan dirinya lingkungan baru,1
sulit mendapat tempat yg cocok tinggal,1
adaptasi lingkungan baru,1
harus mencari pekerjaan baru harus membiasakan diri di lingkungan baru,1
sulit bersosialisasi keadaan iklim ada tempat baru,1
kehilangan mata pencaharian mereka kehilangan banyak barang mereka bakal sibuk terus berpindah pindah seiring berjalannya perubahan iklim,1
akan kehilangan lahan pertanian,1
pasi pengungsi bahagia dapat tempat mengungsi,0
sebagian mereka kehilangan pekerjaan akan sulit beradaptasi.,1
"Menurut saya, salah satu tantangan dihadapi para pengungsi iklimk : 1. termakannya waktu melakukan perpindahan satu tempat tempat lainnya. 2. hilangnya mata pencaharian. 3. dana negara mulai menipis. 4. sumber daya alam tempat dulu bisa dimanfaatkan.",1
membiasakan iklim baru,1
penduduk menigalkan perkebunan ke daerah lebih tinggi meng ngusi,0
perlu beradaptasi,1
tantangan dihadapi warga dipaksa menjadi pengungsi iklim,0
"bisa mengalami kesulitan menyesuaikan diri lingkungan baru,karena setiap daerah negara pastinya mempunyai perbedaan baik bahasa,budaya pergaulan,jadi dipastikan pengungsi iklim akan mengakami tersebut.",1
beradaptasi lingkungan barunya akan kehilangan lahan pertanian,1
akan dikucikan bila pindah ketempat baru akn sulit mendapatkan pertolongan medis pendidikan mereka tinggal daerah mereka,1
tantangan terbesar pengungsi iklim Beradaptasi tempat barunya nanti.,1
sulit beradap tasi lingkungan baru,1
Mereka sulit mencari makanan sektor usaha seperti pertanian hilang.,1
Proses adaptasi dengan lingkungan baru susah,1
susah beradaptasi dgn iklim di tempat pengungsian dia terbiasa dgn iklim itu,1
Pengungsi iklim orang-orang terpaksa meninggalkan komunitas negaranya bencana lingkungan.,0
Berinteraksi lingkungan kehilangan lahan pertanian rumahnya,1
keadaannya sangat berbeda,0
"harus memulai ulang kehidupan nyha ( mulai pekerjaan, ataupun kalu sejarah rumah sudah ditempati keluarga secara turun menurun)",1
"tempat tinggal terbatas, makanan minuman tidak cukup, konflik batin akan dialami pengungsi iklim",1
akan merasa berbeda dia tinggal ditempat lebih dingin kini tinggal ditempat lebih panas,1
"Kurangnya lahan bisa kembangan untuk lahan pertanian biasanya, mereka pindah tempat baru. tempat tersebut berpehuni ataupun belum terurus",1
harus beradaptasi lingkungan baru mencari teman kerabat baru serba baru lah pokoknya,1
berbuat baik manyarakat baru,0
kenaikan permukaan air laut,0
pertimbangan proyek,0
lahan pertanian akan rusak'dan rumah akan rusak,1
beradaptasi lingkungan barunya mereka akan mengenal budaya,1
"warga menghadapi kehidupan berbeda yang sebelumnya baik tempat tinggalnya,kebudayaannya,ataupun kesehariaannya.",1
kehilangan mata pencahariannya harus beradaptasi pada lingkungan,1
akan terhindar bencana melanda tempat mereka. berpindah tempat lain.,0
pengungsi mendapatkan tantangan sakit karna biasa negara akan ungsikan karna negara memiliki iklim berbeda-beda jenis asupan makanan berbeda-beda,1
nereka nyaman tempat barunya sudah terbiasa tempat lama mereka.,1
negara munggin menjari donasi hidup baru,0
membiasakan diri terhadap lingkungan baru agar seimbang lingkungan mengungsi itu.tetapi juga harus bisa memberika waktu melihat negara untuk memastikan negara mereka dalam kondisi baik.,1
"antanagn hadapi mungkin lumayan banyak salah satunya merka membiasakann diri lingkungan. pergi negaranya sendiri mengungsi negeri orang belum kehidupanya kedepan. sumber kehidupan merka tinggalkan, kemungkinan merka akan menganggur.",1
karna kluarga travina mengungsi dataran rendah pun mengungsi kejadian bajir,0
"kehilangan sebagian besar lahan pertanian ,travina akan mencari donasi secepatnya diberikan ywarga ygang kehilangan sebagian besar lahan pertanianya",1
ekonomi,1
PASTI MEREKA MERASA RESA DAN GELISA,1
mencari tempat tinggal baru,1
akan mendapatkan bencana,0
tantangan akan dihadapi pengungsi iklim mereka pindah tempat baru tidak terbiasa keadaan tempat barunya,1
biar tenang aman,0
meskipun pindah tempat baru. mereka kehilangan sebagian besar lahan pertanian mereka.,1
karna membahayakan nyawanya,0
nanti terjadi perubahan iklim gmna???,0
Kedaan adalah pengecualian kehidupan orang-orang travina sedang pertaruhkan,0
cara menyesuaikan diri lingkungannya baru,1
Bagainmana pengungsi berpindah Travina akan terjad yang tinggalkan sekarang,0
warga mungkin dipaksa menjadi pengungsi iklim,0
tantangan paling utama beradaptasi.,1
tidak beradaptasi lingkungan barunya. Sehingga akan kesulitan berbagai aspek,1
beradaptasi lingkungan baru,1
terpaksa,0
mendapatkan negara bagus aman.,0
APA SATU,0
beradaptasi,1
mungkin susah beradaptasi lingkungan barunya meraka mungkin memikirikan harta benda mereka miliki lingkungn lamanya,1
pengungsi ikllim orang-orang terpaksa meningalkan komunitas negaranya bencana lingkungan,0
meminta bertanggung jawab,0
bertempat tinggal orang orang tidak kenal,1
Akan bertemu orang-orang baru mendapatkan pengalaman-pengalaman bebeda sebelumnya,1
susah beradaptasi,1
"pengungsi iklim pindah ketempat baru,mungkin dapat menolong negara lainnya.",1
"MEREKA AKAN MEMULAI KEHIDUPAN BARU,MEREKA PUN AKAN MENINGALKAN TANAH KELAHIRAN MEREKA",1
"nyaman,memikirkan tempat dulu tempati,sukar beradaptasi.",1
menyesuaikan linkungan baru,1
disukai negara atau cuma menjadi beban negara diungsikan,0
akann kesusahan mencari pekerjaan berpindah daerah yang bukan milik mereka,1
akan kehilangan lahan pertanian akan beradaptasi demgam lingkungan barunyabisa jadi pengungsi di terima beberapa prnduduk,1
harus belajar beradaptasi lingkungan baru,1
Salah satu tantangan akan dihadapi pengungsi iklim sulit berbaur mencari pekerjaan baru melakukan kelangsungan hidup tempat baru.,1
menghadapi lingkungan mungkin akan memerlukan waktu yang lama beradaptasi,1
"Mereka berbaur orang-orang baru, Berusaha menerima budaya baru, mencari kemampuan pekerjaan berbeda.",1
Mencari tempat tinggal,1
