RESPONSE,LABEL
karena melihat kondisi kerja yang buruk di sebuah pabrik para konsumen lebih memilih menyumbang daripada membelinya dengan harga 2 Euro.,1
karena konsumen lebih memilih membuat prodeuksi pakaian lebih beretika daripada harus melanjutkan pembelian,1
karena menyumbang dapat membantu pakir miskin yang sangat membutuhkan dan mendapat pahala,0
"ksarena dengan menyumbang, kita dapat membantu pabrik yang telah dalam masalah tersebut, agar dapat beroperasi dengan baik lagi",1
untuk membuat toko tersebut lebih bagus lagi dan lebih complete,0
karena bnyak yang membutuh kan,0
Karena membuat produksi pakaian menjadi lebih beretika.,1
karena dapat bermanfaat bagi sesama dan sesuai dengan etika pakaian sehingga dapat mengurangi smapah lingkungan dan polusi,1
sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika,1
karena mungkin menurut mereka lebih jika disumbang untuk membuat produksi pakaian menjadi lebih beretika daripada membeli dipabrik pakaian yang tidak berprinsip pakaian beretika,1
karena itu akan membantu para masyarakat yang kekurangan pakaian dan lebih bermanfaat daripada membuangnya secara cuma cuma,1
karna sudah bosan dipakai dan lebih baik dipakai dengan orang lain,0
karena mereka ingin upaya untuk membuat produksi pakaian menjadi lebih beretika,1
"karena mereka melihat tentang kondisi kerja di sebuah pabrik pakaian,sehingga mereka berpikir dengan menyumbang mereka dapat memperbaiki keadaan tersebut",1
karena harga pakaian termasuk kategori murah dan mereka mengetahui kondisi kerja di sebuah pabrik terseebut,0
upaya untuk membuat produksi pakaian menjadi lebih beretika.,1
agar pabrik pakaian semakin baik dan dapat memproduksi pakaian yang baik pula untuk mereka.,1
Agar pakaiannya bisa berguna bagi orang yang membutuhkan daripada harus dibuang lebih baik disumbangkan,0
mereka kasihan dengan kondisi pabrik pakaian,1
karena menurut mereka jika mereka bisa menyumbangkan 2 euro tersebut mereka berharap kondisi parik tersebut bisa diperbaiki,1
karena dengan menyumbang kita akan mendapat pahala dan lebih bermanfaat,1
agar pakaian bisa dibuat sesuai etika,0
"karena Setelahnya, konsumen diberi pilihan apakah akan melanjutkan pembelian atau menyumbangkan 2 Euro tersebut sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika.",1
karena mungkin mereka hanya peduli pada orang yang lebih membutuhkan dan karena mungkin sebagian orang tidak mampu,0
karna kasihan terhadap kondisi para pekerja,0
"karna lebih baik menyumbang daripada yang disumbang,menyumbang kita dapat pahala atau rizki dari allah",0
karna untuk sedekah,0
dikarenakan kondisi pabrik pembuat pakaian yang mengejutkan,1
membuat produksi pakaian menjadi lbih beretika,1
krena mungkin kekecilan /kebesaran,0
mereka memiliki rasa kepedulian terhadap sesama.,1
tren Fast Fashion dan membeli pakaian yang lebih awet dan dibuat sesuai etika.,0
karena jauh lebih bermanfaat bagi orang-orang yg membutuhkannya,0
Karena apabila pakainan tersebut di buang akan menjadi limbah oleh sebab itu apabila mempunyai pakaian yang sudah tidak di pakai lagi lebih baik di sumbangkan,0
karena masyarakat akan lebih memilih untuk membeli pakaian yang beretika,1
karena menampilkan gambar yang mengejutkan tentang kondisi kerja di sebuah pabrik pakaian membuat pembeli merasa kasian dan berniat untuk menyumbang,1
karena menyumbang merupakan kegiatan amal yang dapat bermanfaat bagi banyak orang,1
Mengurangi sampah lingkungan dan polusi;,0
karena menolak harga yg terlalu tinggi,0
tampilan kondisi kerja pada pabrik,1
karena akan bermanfaat bagi yg membutuhkan,1
"karena,orang-orang tersebut bersimpati tentang kondisi kerja di sebuah pabrik pakaian.",1
karena konsumen melihat kondisi kerja pabrib yang kurang layak,1
"karena mereka menyumbangkan semua pakaiannya beralasan karena pakaian itu sudah tak suka lagi di pakai,sehingga mereka menyumbangkannya",1
"karena di luar sana masih banyak yang membutuhkan, sehingga tidak sepenuhnya sumbangan tersebut digunakan untuk pakaian saja. tapi juga untuk yg lain",0
karena sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika,0
tentang kondisi kerja di sebuah pabrik pakaian sebagai upaya untuk membuat produksi pakain menjadi beretika,1
karena agar pabrik membuat atau memproduksi pakaian menjadi lebih beretika dan memastikan bahwa pekerja mendapatkan upah yg layak,1
karena ada istilah lebih baik memberi aripada menerima,0
untuk mengurangi penggunan air,0
karena menyumbang itu bagus dan mendapatkan pahala,0
karena mereka melihat tampilan gambar tentang kondisi kerja di sebuah pabrik pakaian yang mungkin menentang prinsip produksi pakaian yang beretika,1
karena masyarakat lebih suka berbagi satu sama lain dan saling peduli satu sama lain,0
memilih,0
karena pakaian tersebut sudah tidak layak untuk dipakai da tidak beretika dengan baik,1
karna perbuatan menyumbang untuk orang yang tidak mampu itu sangat mulia dan banyak mendapatkan pahala,1
"menurut saya, kebanyakkan orang menyumbang karena orang-orang itu ingin memproduksi pakaian yang baru.",1
"9/10 orang memilih menyumbang karena kondisi pakaian yang ingin mereka pakai bukan seperti yang diinginkan mereka setelah melihat layar tersebut, bisa jadi banyaknya bahan kimia yang digunakan dalam pembuatan pakaian yang akan mengganggu konsumen dalam pemakaiannya seperti gangguan kesehatan dan pakaian yang tidak tahan lama.",1
KARENA PRIHATIN MELIHAT KEADAAN PARA PEKERJA PABRIK,1
Karena pakaian yang dibeli merupakan fast fashion yang tidak dapat bertahan lama sehingga kebanyakan orang memilioh untuk menyumbangkan pakaian seharga 2 euro tersebut,0
karna orang-orang berprihatin terhadap pabrik-pabrik yang kekurangan dana,0
karena kalau disimpan pakaiannya akan kekecilan dan masih banyak yang membutuhkannya.,0
"karena, pakaiannya akan menjadi lebih beretika",1
karna menyumbang adalah bekal untuk menuju surga,0
karena dengan menyumbang untuk membuat produksi pakaian menjadi lebih beretika,1
karena jika ikhlas menyumangkan sedikit uang kita untuk anak yatim atau ke panti asuhan kita akan mendapatkan pahala yang setimpal.,0
karena jika mereka menyumbangkan dengan barang akan berguna kedepanya,0
untuk meningkatkan kualitas barang yang memuaskan untuk konsumen da menjadikan produksi pakaian menjadi lebih beretika,0
"pakian awet adalah alternatif terhadap fast fashion. pakian awet lebih mahal biaya produk dan harga belinya, tetapi karena pakaian itu di buat untuk bertahan dengan lama",0
"Menurut saya, para konsumen yang mengerti kondisi kerja yang tidak layak, mereka akan merasa iba dan lebih mengiklaskan 2 Euro tersebut dibanding membeli kaosnya. Sehingga para pekerja bisa mempunyai kondisi kerja dan penghasilan yang baik.",1
Karena menurut mereka pakaian tersebut tidak beretika.,1
karna itu lebih bermanfaat untuk orang lain daripada harus terbuang sia-sia,1
2 euro tersebut sbg upaya untuk prokduksi pakaian menjadi beretika,1
karna dapat membantu orang,0
Karena kasihan dengan kondisi para pekerja.,1
karena pakain tersebut tidak layak untuk dipakai,0
"Karena daripada dibuang dan menjadi sampah, lebih baik disumbangkan.",0
karena konsumen berpikir lebih baik menyumbang kan ny dari pada harus menjual ny.,1
karena akan lebih baik lagi dari sebelumnya.,1
karena pakaian itu beretika,0
karena banyak yang membutuhkan,0
"karena kalau dibuang dapat merugikan,makanya sebagian besar orang menyumbangkannya.",0
kerena mereka ingin membantu perusahaan itu untuk membuat produksi pakaian menjadi lebih beretika dan membantu karyawan nya mendapat upah layak dan kondisi kerja yang baik;,0
Sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika.,1
"karena jika membeli pakaian lagi akan memenuhi pakaian lemari dan yg sudah tdk layak akan dibaung,maka kebanyakan orng memilih untuk disumbangkan kpda orng lain dan sumbangan baju tersebut layak untuk diapakai yg kurang mampu",0
karena konsumen melihat dari kondisi kerja di sebuah pabrik pakaian tersebut kurang beretika sehingga mereka menyumbangkan 2 Euro untuk membuat produksi pakaian yang lebih beretika.,1
"menurut saya, kebayakan orang memilih untuk menyumbang karena mungkin saja setelah melihat kondisi kerja di pabrik tersebut, masyarakat menaruh harapan kelak perusahaan tersebut dapat memproduksi pakaian menjadi lebih beretika,",1
karna penyumbangan itu baik untuk membuat prodouksi pakaian menjadi lebih beretika,0
karena menyumbang itu sama saja menolong orang lain yang sedang kesusahan,1
kebanyakan orang memilih untuk menyumbang supaya pabrik pakaian tersebut memperbaiki kondisi kerja produksi pakaian yang lebih beretika,1
"agar dapat membantu menjadi lebih mudah, dan membuat barang produksi lebih diminati",1
karena melihat gambar tentang kondisi kerja subuah pabrik pakaian,0
karena menyumbang adalah hal yang baik untuk masyarakat yang miskin atau tidak mampu,0
"karena konsumen-konsumen tersebut sudah tahu dan sadar bagaimana buruknya kondisi kerja di salah satu pabrik pakaian. maka dari itu, 9 dari 10 konsumen memilih untuk menyumbangkan kaus 2 euro tersebut untuk meningkatkan kondisi kerja di pabrik-pabrik pakaian.",1
karena mereka telah melihat bagaimana kondisi kerja di sebuah pabrik,0
karena konsumen ingin berupaya untuk membuat produksi menjad lebih beretika,0
karena lebih baik menyumbang daripada membeli,0
karena mengurangi sampah lingkungan dan polusi,0
karena barang yang tidak layak di pakai seharusnya di sumbangkan untuk diamalkan kepada orang yang lebih membutuhkan,0
KARENA MENYUMBANG ADALAH HAL YANG SANGAT BAIK,1
fashion adalah produksi pakaian untuk memenuhi tren fashion cepat berubah,0
Karena dengan menyumbangkan uang akan menurangi pakaian fast fashion dan meningkatkan pakaian beretika.,1
mungkin karna kondisi pabrik yang kurang mendukung atau kondisi perkerja yang kasihan,0
karena konsumen tidak tega melihat pekerja yang bekerja keras dengan gaji rendah,1
karna kaus yang di tawarkan oleh produsen belum banyak diminati oleh pembeli,0
karena menyumbang bagian dari amal,0
sebab untuk membantu produktivitas suatu pabrik,1
karena pakaian-pakaian ini biasanya murah dan tidak bertahan lama karena konsumen biasanya cepat menggantinya dengan mode terbaru.,1
karena akan sayang kalo di buang begitu saja . lebih baik di kasih kepada orang yang membutuhkan,0
karena menyumabng adalah perbuatan yang terpuji dan dapat membantu kita untuk mendapat pakaian yang beretika karena semua bahan untuk memproduksi terpenuhi dari hasil kita menyumbang,1
supaya bisa mengurangi pakaian yang berakhir ditempat pembuangan sampah.,1
pakaian awet adalah alternatif terhadap fast fashion,0
karena lebih bermanfaat.,1
Dikarenakan sembilan dari sepuluh konsumen tersebut menyadari akan betapa buruknya akibat dari pakaian yang tidak memenuhi etika.,1
"? karena,jika mereka menyumbangkan 2 euro untuk membuat produksi pakaian menjadi lebih beretika,maka pembuatannnya makin banyak sehingga biayanya yang mahal akan menjadi murah",0
karena jika konsumen tersebut membelinya akan menambah sampah lingkungan,1
karena mereka atau konsumen yang membeli melihat langsung tentang kondisi kerja disebuah pabrik pakaian dan ternyata hasilnya mengejutkan dikarenakan konsumen melihat pabrik membuat pakaian yang kurang berateka,1
karena dengan menyumbangkan uang sebanyak 2 Euro tersebut konsumen akan mendapatkan pakaian yang lebih beretika,1
karena menurut mereka tempat pembuatanya atau cara kerja mereka kurang baik.,1
karena terlalu banyaknya pakaian yang sudah di beli,1
karena dengan cara menyumbang itu bisa membuat produksi pakaian menjadi lebih beretika,1
untuk membantu orang yang membutuhkan,1
KARNA MEREKA SANGAT MENYUKAI KAUS PUTIH TERSEBUT,0
"Karenam sebelum sebuah kaus diberikan kepada konsumen, layar menampilkan gambar yang mengejutkan tentang kondisi kerja di sebuah pabrik pakaian.",1
"Sebagai bagian dari eksperiman, sebuah mesin penjual di Berlin menawarkan kaus putih seharga 2 Euro (atau sekitar Rp30.000). Sebelum sebuah kaus diberikan kepada konsumen, layar menampilkan gambar yang mengejutkan tentang kondisi kerja di sebuah pabrik pakaian.  karena pakaian itu dibuat untuk bertahan lebih lama, maka yang dibuat pun menjadi lebih sedikit. Kita sebagai konsumen harus menolak tren Fast Fashion dan membeli pakaian yang lebih awet dan dibuat sesuai etik",1
Karena 2 euro sama dengan harga sebuah kaus putih,0
krena menyun bang itu berpahala,1
karena kondisi kerja pabrik iyu bagus,0
"karena menyumbang merupakan suatu bentuk mengamal, menyumbang dalam ajaran agaama yaitu memberi kepada orang yang membutuhkan . itu merupakan suatu tindakan yang terpuji",1
Karna itu merupakan infestasi,0
karana dengan menyumbang kita bisa membuat produksi pakain menjadi lebih beretika,0
karena kondisi di sebuah pabrik yg mengejutkan.,0
"karna lebih murah jika menyumbang ,mengapa lebih murah karna 2 euro tersebut sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika",1
Sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika.,1
karena yang harus di produksi setiap tahun,0
Karena mereka merasa kasihan kepada kondisi di pabriknya yang mungkin tidak bersih atau mungkin mesinnya tidak lengkap dan merasa kasihan kepada pegawainya yang mendapatkan gaji kurang dari yang ditetapkan.,1
karena kalo menyumbang akan dapat pahala,1
"mungkin pakaian itu tidak bagus untuk di pakai lagi.dan mungkin saja pakaian itu tidak muat di pakai oleh orang tersebut,",0
"karena konsumen ingin merubah produsen yang membuat fast fashion ini menjadi lebih baik melihat pabriknya yang terlihat sangat buruk, lagipula hanya dengan memberikan 2 euro saja bukanlah uang yang banyak dan orang pasti tak apa merelakannya.",0
"Menurut saya, kebanyakan orang memilih untuk menyumbang agar pabrik bisa dibenahi dengan menggunakan uang sumbangan mereka. Selain itu mereka ingin memperbaiki kondisi kerja pabrik pakaian yang sangatlah buruk dan sangat tidak sesuai dengan prinsip produksi pakaian yang beretika nomor 1 yaitu 'Memastikan bahwa pekerja mendapatkan upah layak dan kondisi kerja yang baik'.",1
karena untuk membantu sebagian konsumen,0
karena menyumbang lebih baik daripada menerima,1
"karena lebih bermanfaat, dari pada diabuang dan tidak ada yang menggunakan",1
karna gambarnya tidak cocok dengan warna kaus baju,0
Karena kita juga makhluk sosial harus tolong menolong jadi kita pantas menyumbang kepada orang yang ada dibawah kita,0
karena dengan menyumbang para konsumen dapat membantu para pekerja,1
Karena dengan menyumbang akan membantu proses produksi yang lebih bagus lagi maka akan banyak konsumen nantinya yang akan membeli produk tersebut,1
produksi pakaian menjadi lebih beretika.,1
lebih baik menyumbang,0
akaian-pakaian ini biasanya murah dan tidak bertahan lama karena konsumen biasanya cepat menggantinya dengan mode terbaru. Fas,0
karena dia ingin pakaian mereka beretika,0
karena dia akan membuat produksi pakaian yang beretika maka dia akan menyumbangknnya,1
upaya untuk membuat produksi pakaian menjadi lebih beretika,0
karna menyambung lebih gampang dari memputus,0
"menurut saya, kebanyakan orang memilih menyumbangkan bajunya dikarenakan baju itu sudah tidak muat lagi, merasa tidak nyaman lagi",0
karena mereka melihat kondisi kerja di sebuah pabrik pakaian,1
karena dengan cara menyumbang pakaian kita menjadi lebih beretika,0
itu dapat barang dari konsumen itu dapat terjual juga.,0
karena mendapatkan pahala,0
karena pakaian itu bisa dipakai dan pakaian nya pun beretika,1
karena untuk membantu proses perbaikan sebuah pabrik agar terlihat lebih layak dan produksi pakaian menjadi lebih beretika,1
karena mereka mengetahui akan kelebihan dari pakaian yang beretika seperti ; Memastikan bahwa pekerja mendapatkan upah layak dan kondisi kerja yang baik Mengurangi sampah lingkungan dan polusi dan Mengurangi penggunaan air.,1
karena dengan menyumbang maka akan membuat produksi pakaian beretika dan kondisi kerja pabrik menjadi lebih baik daripada sebelumnya,1
karena jika mereka menyumbakan masih banyak yang bisa menggunakan orang di luar sana. dan jika dibuang sangat tidak bagus krena mungkin pakean tersebut masih layak pakai tapi mereka membuangnya.,1
karena munkin kebanyakan orang mwngahargai apa yang di lakukan perusahan,0
karena kondisi kerja tersebut menampilkan bahwa pekerja tidak mendapatkan upah yg layak dan kondisi kerja yg baik,1
karenakasian,0
karan menyumbang perbuatan baik dan menambah pahala bagi kita juga.,1
meemas tikan bahwA pejerja mendapatkan upah layak,0
kenapa kita harus menyum bang karena kita sebagai manusia kitaharu saling yolong menolong dan untuk kebaikan juga sangat pentinng bagi manusia,1
Karna mereka melihat gambar yang mengejutkan tentang kondisi kerja di sebuah pabrik pakaian.,1
sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika.,1
karena menyumbang itu lebih bagus.,0
karena untuk produksi pakaian untuk menjadi lebih beretika.,0
"karena sebelum kaus diberikan kepada konsumen,layar menampilkan gambar yang mengejutkan tentang kondisi kerja di sebuah pabrik pakaian.",0
"Sebagai bagian dari eksperiman, sebuah mesin penjual di Berlin menawarkan kaus putih seharga 2 Euro (atau sekitar Rp30.000). Sebelum sebuah kaus diberikan kepada konsumen, layar menampilkan gambar yang mengejutkan tentang kondisi kerja di sebuah pabrik pakaian. Karena, pada negara-negara lain mungkin Fashion nya masih kurang beretika yang menyebabkan negara-negara yang sudah bagus memiliki Fashion, akan terganggu dan akan menyebabkan budaya-budaya luar masuk kepada negara yang sudah memiliki Fashion yang berkelas.",0
karena kondisi kerja disebuah pabrik pakaian tidak layak,1
karena mereka melihat kondisi kerja dipabrik pakaian tersebut tidak layak,1
"Sebagai bagian dari eksperiman, sebuah mesin penjual di Berlin menawarkan kaus putih seharga 2 Euro (atau sekitar Rp30.000). Sebelum  Sebagai bagian dari eksperiman, sebuah mesin penjual di Berlin menawarkan kaus putih seharga 2 Euro (atau sekitar Rp30.000). Sebelum sebuah kaus diberikan kepada konsumen, layar menampilkan gambar yang mengejutkan tentang kondisi kerja di sebuah pabrik pakaian.",0
karena mereka ingin upaya untuk membuat produksi pakaian menjadi lebih beretika,0
karena untuk sodakoh dan membantu,1
Karena jika mereka memilih melanjutkan pembelian maka akan menyebabkan pemborosan uang.,1
karena kondisi kerja pabrik pakaian yang memprehatinkan,1
karna berbagi itu indah,0
karena lebih baik disumbangkan daripada dibuang dan menjadi limbah dan sampah,0
UNTUK MEMBERIKAN SEDEKAH YANG DIBERIKAN OLEH TUHAN YANG MAHA ESA,1
karena biar tercukupinya dana untuk pembuatan pakaian yang beretika.,0
karena mereka mendukung akan perubahan produksi pakaian menjadi lebih beretika.,1
"karena, menunjukan tentang kondisi kerja di sebuah pabrik pakaian.",1
karena kalau pakaian yang sudah tidak dipakai terus disumbangkan akan mengurangi penumpukan sampah pakaian,0
jihydgsjdisadusdtgwtsfdhs,0
karena untuk upaya membuat produksi pakaian menjadi lebih beretika.,1
karena lebih baik menyumbang dari pada di sumbang jika kita menyumbang belum tentu rejeki datang menimpal perusaahan tersebut.,1
karna sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika,1
Karena mereka berfikir jika uang/barang yang mereka disumbangkan akan menambah rezeki mereka bukan malah berkurang dan mereka pun akan mendapat pahala dari apa yang mereka lakukan.,1
karena sayang untuk di buang,0
agar pekerja mendapatkan upah yg layak,1
Karena kebanyakan orang merasa prihatin dengan pekerja pekerja pada perusahaan pabrik pakaian,1
menyebab kankondisi kerja,0
karena masyarakat menginginkan pakaian yang beretika dan menginginkan upah dan tempat kerja yang layak,1
karena ia adalah sebagai upaya untuk membuat prokduksi pakaian menjadi lebih beretika,1
karena lebih baik untuk semuanya,0
menurut saya menyumbang akan menjadi hal yang baik jika itu untuk hal kebaikan juga,1
karena dengan menyumbang dapat membantu orang yang membutuhkan,1
karna harga yang ditawarkan tidak sebanding dengan kualitas kaus yang diberikan sehingga banyak konsumen yang berfikir lebih baik untuk disumbangkan saja dari pada membeli sebuah kaus dengan harga 2 Euro,0
karena menyumbang itu lebih baik,0
Karena perihatin dengan kondisi pekerja.,1
karena kasian terhadap pekerjaklarena kerjanya begitu letih akan tetapi upahnya sedikit.,1
Karena Dengan menyumbang kita bisda mendapat amal sekaligus Mengurangi sampah,1
Karena orang luar sudah banyak yang lihat bagaimana cara pembuatan baju tersebut yang bisa dibilang sangat tidak efektif sehingga tidak layak untuk dipakai dan orang lain tersebut merasa kasihan dan karena itu ia tidak tega melihat mereka makanya ia menyumbangkan uangnya untuk mereka yang pantas menerimanya,1
Karna menyumbang adalah salah satu upaya untuk membuat produksi pakaian menjadi lebih beretika,1
karena biar laris kalo berjuaalan dan untuk beramal ibadah,0
karena sumbangan tersebut dapat membuat produksi pakaian tersebut lebih berkualitas dan pembuatannya lebih beretika.,1
karena saat melihat tentang kondisi kerja di sebuah pabrik pakaian tersebut mungkin terdapat gambar pekerja yang sedang bekerja dengan tidak layak atau gambar pekerja yang memakai pakaian yang tidak layak untuk dipakai.Jadi konsumen memilih memyumbang baju tersebut karena merasa kasihan atau khawatir melihat kondisi kerja di pabrik pakaian .tersebut.,1
jika kita menyumbang kita akan dapet pahala dan kita akan membantu orang yang sangat membutuhkan sejumlah sumbangan yang kita berikan.,1
karena tidak terpakai,0
sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika.,1
Bisa menmbah pahala bisa jadi banyak manfaat bisa menyenangkan hati. DAN TIDAK MENYUSAHKAN TUKANG SAMPAH,1
"karena menurut konsumen menyumbang adalah salah satu cara yang baik agar kita tidak memboros dengan cara membuangnya ketenmpat sampah,melainkan kita bisa berbut kebaikan dengan cara menyumbangkannya kepada orang yang tidak mampu",1
karenaa sebagian orrang islam ingin berbagi amal untuk mendapatkan pahala denggan menyumbang itu allah akn mengati dengaan pahal yang berlipakkn gnda,0
"karena sebelum sebuah kaos diberikan kepada konsumen, layar menampilkan gambar yang mengejutkan tentang kondisi kerja di sebuah pabrik pakaian.",0
karena uangnya pun lebih bermanfat untuk membeli kebutuhan hidup.di bandingkan menyumbang pakeaian.,1
"Sebagai bagian dari eksperiman, sebuah mesin penjual di Berlin menawarkan kaus putih seharga 2 Euro (atau sekitar Rp30.000). Sebelum sebuah kaus diberikan kepada konsumen, layar menampilkan gambar yang mengejutkan tentang kondisi kerja di sebuah pabrik pakaian. Setelahnya, konsumen diberi pilihan apakah akan melanjutkan pembelian atau menyumbangkan 2 Euro tersebut sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika. Sembilan dari sepuluh konsumen memilih untuk menyumbang. Menurutmu, mengapa kebanyakan orang memilih untuk menyumbang? karna dari pada tidak terpakai dan menjadi sampah mendingan dikasih kepada orang yang membutuhkan dengan cara disumbangkan",0
karena lebih baik menyumbang dari pada beli,0
"Menyumbang merupakan perbuatan baik, lebih baik memberi dari pada menerima",0
karena kondisi kerja dari sebuah pabrik sangat tidak menjamin untuk melakukan produktifitas,1
karena mengurangi produksi pembuatan pakaian.,1
karena upaya untuk membuat produksi pakaian menjadi lebih beretika,1
karna dengan menyumbang konsumen bisa membeli barang baru atau di belanjakannya,0
Kareana kekurangan-kekurangan pabrik yang mengejutkan untuk bahan-bahan pakaian yang akan melanjutkan pembelian.,1
Karena banyak orang yang tidak suka,0
karena'pakaianawetlebihmahal.,0
KARNA MENYUMBANG KITA BISA MENGAMALKAN KARNA DAPET PAHALA,1
Karena untuk pakaian yang tidak dipakai bisa disumbangkan bagi yang membutuhkan karena lebih beretika.,1
karena dengan menyumbang produsen akan mengondisikan kerja disebuah pabrik,0
"karena,mereka ingin ada produk pakaian yang lebih beretika.",1
karena pembeli ingin menyejahterakan para pekerja dan melindungi lingkungan dari polusi,1
karena dengan menyumbangkannya dapat membantu untuk upaya produksi pakaian menjadi lebih beretika,1
karena menyumbang mendapatkan amal ibadah,1
karena baju lama bisa digunakan kembali tidak harus dibuang ke tempat sampah kita bisa memberikan kepada orang yang tidak mampu,0
karena lebih mudah,0
karena orang yang diluar sana banyak membutuhkan sumbangan,1
"gar pakaian yang sudah tidak terpakai tidak hanya dibuang, tetapi masih bisa dimaanfaatkan untuk dipakai orang lain",0
Agar pakaian yang kita pakai semua beretika dan nyaman dipakai,1
karena menyumbang lebih bermanfaat untuk para perkerja di pabrik pakaian .,1
agar upaya untuk membuat produksi pakaian menjadi lebih beretika.,1
Karena Untuk Membantu masyarakat yang membutuhkan,1
karena mereka lebih memilih pakaian yang beretika,0
Karena menyuban lebih baik daripada berlebihan untuk mebeli pakaian yang terlalu banyak .,0
"karena kondisi kerja yang dialami para pekerja sangat lah tidak layak, jadi sebagian orang berpikir lebih baik untuk menyumbangkan uang tersebut",1
Mengurangi sampah lingkungan dan polusi,0
agar para pekerja tersebut atau pabrik tersebut bisa membuat pakaian yang lebih beretika dalam jumlah yang banyak,1
"Alia sedang mengerjakan sebuah laporan tentang isu etika terkait produksi dan konsumsi pakaian. Dalam penelitiannya, dia menemukan informasi di blog tentang “Fast Fashion” (Fashion Jangka Pendek): Fast Fashion adalah produksi pakaian untuk memenuhi tren fashion yang cepat berubah. Pakaian-pakaian ini biasanya murah dan tidak bertahan lama karena konsumen biasanya cepat menggantinya dengan mode terbaru. Fast Fashion artinya semakin banyak pakaian yang harus diproduksi setiap tahun dan pakaian-pakaian tersebut harus murah. Produksi ini sering menyebabkan kondisi kerja yang tidak baik dan dampak negatif yang lebih besar terhadap lingkungan. Pakaian awet adalah alternatif terhadap Fast Fashion. Pakaian awet lebih mahal biaya produksi dan harga belinya, tetapi karena pakaian itu dibuat untuk bertahan lebih lama, maka yang dibuat pun menjadi lebih sedikit. Kita sebagai konsumen harus menolak tren Fast Fashion dan membeli pakaian yang lebih awet dan dibuat sesuai etika. Alia juga menemukan bahwa produksi pakaian yang beretika harus mengikuti tiga prinsip penting: Prinsip Produksi Pakaian yang Beretika Memastikan bahwa pekerja mendapatkan upah layak dan kondisi kerja yang baik; Mengurangi sampah lingkungan dan polusi; Mengurangi penggunaan air.",0
karena menyumbang sama saja seprti beramal dan bisa juga membantu saudara kita yang kesusahan,1
karna untuk membeli pakaian,0
karena pekerjaan nya tidak beretika dan lebih milih menyumbang untuk membuat produksi pakaian menjadi lebih beretika,1
